User Name,9220950,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,1,Claim Id,Age
Jerry Diaz,1152126,1801695,3/18/2020,27993,"Castalian Springs, TN",Bike & Car Accident,09/10/2020,11/07/2020,14510,31912,1,5417557,39
Candace Kerns,2470211,1738982,8/21/2020,83051,"Lovilia, IA",Bike & Car Accident,01/13/2021,05/08/2021,4816,47850,0,4708464,45
Chad Lamb,7556627,4390801,11/13/2020,13156,"New Preston, CT",Bike & Car Accident,03/13/2021,03/16/2021,10616,5641,0,3382208,64
Santiago Torno,4339166,7503935,6/26/2020,15285,"Beggs, OK",Single Car Accident,06/18/2021,06/29/2021,7019,51075,0,9581562,21
Manuel Gallo,5724621,2196808,10/13/2020,84481,"Converse, TX",Hit and Run,10/14/2020,12/17/2020,10568,14328,1,8850979,46
Clifford Loy,3697160,8556032,8/23/2020,89402,"La Plena, PR",Multiple Car Accident,04/30/2021,05/15/2021,14788,27646,0,5738134,29
Daniel Culbertson,3074712,8501864,4/1/2020,70741,"Greenfields, PA",Bike & Car Accident,12/04/2020,12/26/2020,16541,35046,0,7425657,19
Vance Noonan,1932373,6575676,7/28/2020,29433,"Crellin, MD",Auto Theft,03/24/2021,03/31/2021,16652,45970,1,8610919,39
Nathaniel Davenport,4328309,1681203,12/5/2020,15554,"Parkway, CA",Single Car Accident,12/12/2020,06/15/2021,12361,10756,0,3560007,27
Joe Bradley,8917818,3232994,10/22/2020,20816,"Sardis, MS",Auto Theft,04/26/2021,05/31/2021,12912,39418,0,5436872,42
Lillie Nesmith,5325426,6534101,6/12/2020,68011,"Saginaw, MO",Hit and Run,04/16/2021,05/02/2021,8044,12441,0,4188426,19
Janet Malone,2287615,9682451,4/7/2020,11194,"South Pasadena, CA",Single Car Accident,10/04/2020,11/04/2020,3817,26207,0,4907876,32
Herman Holcomb,4370931,5735122,1/18/2020,48118,"Nipomo, CA",Hit and Run,02/04/2021,05/19/2021,9898,52141,0,9316029,39
Tina Spillman,1142601,9485791,10/26/2020,22032,"Anchor Bay, CA",Hit and Run,10/29/2020,06/02/2021,13126,57059,1,8213545,40
Hubert Schrandt,1941068,1652175,10/20/2020,91458,"Fellsmere, FL",Hit and Run,03/02/2021,03/18/2021,18423,19465,0,1734746,64
Ryan Dowden,7050347,7129355,7/6/2020,92508,"Lordstown, OH",Bike & Car Accident,07/19/2020,03/11/2021,15329,59282,1,5752838,41
Lester Wood,6326822,6792916,7/1/2020,35914,"Budd Lake, NJ",Single Car Accident,04/04/2021,05/25/2021,12617,18001,0,9348008,54
Brian Johnke,1114066,5507336,9/9/2020,66617,"Matheny, WV",Auto Theft,12/25/2020,06/05/2021,3465,5146,0,8125374,55
Rita Coleman,8279223,5453585,3/16/2020,34000,"Ashland, IL",Auto Theft,11/25/2020,12/12/2020,19300,14804,1,6967569,65
Janet Kennedy,2720926,8255028,2/18/2020,49224,"Owensville, IN",Multiple Car Accident,01/25/2021,05/10/2021,6751,50759,0,5787226,53
Amanda Granado,4619567,3340721,9/6/2020,55871,"Stallion Springs, CA",Single Car Accident,05/08/2021,06/11/2021,14328,11053,0,6806518,46
Frank Schneider,9570982,6849294,4/17/2020,45378,"Glenolden, PA",Single Car Accident,10/01/2020,01/26/2021,15458,29590,1,7426221,21
Corey Wolter,6429027,8665070,1/23/2020,20774,"Roslyn Heights, NY",Hit and Run,04/03/2021,04/23/2021,8292,40420,1,8970988,32
Opal Marcus,6575651,4832847,10/5/2020,16937,"Eureka, SD",Auto Theft,02/19/2021,05/26/2021,11934,46059,0,4107879,47
Paul Williams,9887074,1638801,5/22/2020,51534,"Stateburg, SC",Single Car Accident,07/10/2020,04/02/2021,4829,59380,0,9233748,28
Richard Davis,9879131,6892269,2/27/2020,23053,"Nettle Lake, OH",Hit and Run,04/30/2020,02/05/2021,6365,40676,0,4155857,53
Margaret Moore,3615887,9122472,1/9/2020,54361,"Kent, MN",Hit and Run,12/29/2020,05/29/2021,2139,8816,0,4783247,53
Robbie Lee,7641897,5360313,4/24/2020,63070,"Templeton, IA",Bike & Car Accident,08/16/2020,01/19/2021,11247,52096,0,2220551,23
Cara Lewis,8111928,6966317,5/22/2020,81339,"Vincent, IA",Hit and Run,12/20/2020,06/02/2021,11018,9210,0,3464037,18
David Lummus,8395135,7893639,5/10/2020,21976,"South Acomita Village, NM",Bike & Car Accident,10/09/2020,04/06/2021,6216,52372,0,3177367,38
Ann Hunt,3142179,1771461,5/26/2020,47540,"River Ridge, FL",Multiple Car Accident,03/29/2021,06/26/2021,7751,29767,1,8112742,49
Dustin Tarvis,9970376,9547721,2/16/2020,78705,"Wilbur Park, MO",Single Car Accident,02/18/2021,05/23/2021,17641,19672,1,5013450,35
Deborah Barnes,2244433,8600089,1/21/2020,27529,"Monterey, LA",Bike & Car Accident,04/16/2020,05/11/2021,19737,29515,0,9369865,23
Jerry Wedemeyer,3254132,5958685,6/3/2020,59853,"Norwood, NY",Bike & Car Accident,06/24/2020,02/08/2021,13879,44687,1,9800400,20
Shane Reid,1280271,5575961,1/15/2020,58169,"Stoneville, NC",Single Car Accident,06/13/2021,06/13/2021,8760,56924,0,7033138,48
Donnie Giron,1784362,7187774,8/6/2020,63668,"New Florence, PA",Bike & Car Accident,12/21/2020,03/05/2021,8662,23229,1,6916005,38
John Lalk,7912413,7812170,4/5/2020,95918,"Kimberly, WI",Multiple Car Accident,12/03/2020,12/09/2020,18886,47008,0,1330312,35
Stephen Crout,1885841,5329025,9/21/2020,66663,"High Rolls, NM",Bike & Car Accident,06/17/2021,06/28/2021,3371,13366,1,9297702,59
Keith Cheung,6270522,5416048,8/21/2020,17312,"Shenandoah Retreat, VA",Bike & Car Accident,11/14/2020,06/23/2021,12442,24023,0,1402035,33
Elsie Leitner,7143419,1674137,9/18/2020,77403,"Calumet City, IL",Single Car Accident,05/17/2021,06/07/2021,16461,15557,0,8246247,65
Donald Rigsby,8621498,7697397,7/25/2020,27329,"Harmon, IL",Hit and Run,11/27/2020,06/25/2021,13232,34126,0,7772874,32
Shirley Gibson,7522842,4311266,6/6/2020,94510,"Quinton, OK",Single Car Accident,09/19/2020,05/30/2021,7806,19882,1,7033937,62
David Weiss,2349930,6228279,5/13/2020,11518,"Rickardsville, IA",Bike & Car Accident,11/02/2020,11/05/2020,6361,21083,1,8962369,17
Larry Poblete,3480276,2742178,2/18/2020,85679,"Lake Worth, FL",Auto Theft,06/03/2020,05/18/2021,18700,29544,0,9537900,51
David Berkley,2217394,9691789,9/19/2020,33270,"Westville, NJ",Hit and Run,03/21/2021,05/24/2021,3053,38997,0,5692296,55
Randy Rivers,4566962,4509075,10/14/2020,35282,"Cherokee, NC",Single Car Accident,01/11/2021,03/14/2021,5544,57409,0,1498019,46
Cindy Powell,1125013,7852328,6/28/2020,39995,"Saunemin, IL",Auto Theft,03/15/2021,04/28/2021,4779,10984,1,7614920,18
Norma May,4830034,5455173,3/10/2020,16879,"Bridgeport, TX",Auto Theft,08/29/2020,05/07/2021,19352,11355,0,1216423,45
Joan England,9417145,6851550,9/23/2020,84322,"Winnetoon, NE",Hit and Run,01/18/2021,06/22/2021,15029,26295,0,7385771,36
James Woodhouse,9387370,9670196,8/15/2020,41555,"Blakely, GA",Single Car Accident,09/06/2020,03/11/2021,12106,55694,1,8219664,27
Jaime Junkin,8325702,3531990,4/28/2020,44910,"Gracey, KY",Single Car Accident,05/01/2020,03/10/2021,2166,52284,0,9310787,51
Patrick Clement,6468454,3784919,6/13/2020,65776,"Goodnight, MO",Single Car Accident,03/01/2021,06/09/2021,9330,39114,0,5997458,19
Zachary Christensen,5696616,5961249,11/11/2020,59490,"Nodaway, IA",Auto Theft,12/02/2020,01/14/2021,17265,9229,1,5381107,59
Jane Schroeder,4914356,6216277,1/15/2020,59753,"Mukwonago, WI",Bike & Car Accident,02/22/2021,06/15/2021,10248,32529,0,1567690,30
Steven Gochenour,4202933,9061248,4/19/2020,71612,"Temple, OK",Hit and Run,10/17/2020,01/03/2021,14439,8871,0,8751316,51
Dee Davis,4442893,6513628,9/11/2020,69378,"Pilot Mountain, NC",Bike & Car Accident,12/13/2020,03/30/2021,5877,42491,0,8865235,44
Helen Chang,9517635,8092397,6/6/2020,12578,"Carlisle, OK",Single Car Accident,06/17/2021,07/01/2021,7673,40980,0,4992408,60
Timothy Deck,7883306,4751657,5/25/2020,14473,"Elsie, MI",Bike & Car Accident,08/18/2020,09/11/2020,4781,51206,0,9237771,23
Cynthia Esquivel,6601938,9221707,4/1/2020,48987,"Big Sandy, TX",Multiple Car Accident,11/12/2020,03/30/2021,4343,13043,1,1245658,55
Angela Mullen,9067808,3225733,4/27/2020,81649,"Delft Colony, CA",Auto Theft,07/04/2020,07/14/2020,13058,6011,0,2877983,62
Suzanne Figueroa,4314208,6247431,2/6/2020,35251,"Little Creek, DE",Multiple Car Accident,11/10/2020,11/20/2020,12972,35926,0,3623583,44
Jacquelyn Myers,1119650,6232462,4/19/2020,10278,"Corning, MO",Multiple Car Accident,12/22/2020,05/07/2021,4806,23070,0,1240829,26
Hugh Donaldson,9481086,6961435,8/21/2020,75645,"Woodside, CA",Auto Theft,05/22/2021,06/12/2021,12363,35703,0,5949054,27
Vincent Lawson,3102368,3984554,5/1/2020,59007,"Edmonston, MD",Bike & Car Accident,07/02/2020,05/11/2021,15285,52200,1,7705270,45
Donald Colon,9752374,1791600,11/1/2020,74605,"Grosse Pointe Park, MI",Single Car Accident,06/08/2021,06/27/2021,4832,26265,1,4288493,39
Eddie Macdonald,5632026,9705044,3/17/2020,35953,"Holly Springs, NC",Auto Theft,04/28/2020,05/18/2020,18079,58481,1,3060633,38
Leslie Leach,3635887,3606637,6/8/2020,38382,"Fairview, MT",Auto Theft,06/26/2021,07/01/2021,14032,18131,0,3601873,27
Erma Jacko,5430538,7674248,4/11/2020,66671,"Montrose, MN",Auto Theft,05/30/2020,10/13/2020,14234,48280,0,6401178,35
Eileen Broome,1584397,4554966,6/4/2020,45842,"West Islip, NY",Multiple Car Accident,02/18/2021,06/05/2021,7278,49412,0,4845803,22
Elane Workman,1460100,9707666,9/11/2020,75940,"Lindsay, TX",Bike & Car Accident,04/09/2021,04/15/2021,11898,51538,1,2312339,60
Kyle Bearden,8856353,1801600,2/14/2020,62938,"Pine Grove, OR",Hit and Run,05/17/2020,02/14/2021,19537,49950,0,4844990,40
Theresa Ruiz,4075979,9010428,7/23/2020,69834,"Nortonville, KS",Bike & Car Accident,01/19/2021,03/24/2021,16242,13444,0,2913326,50
Christen Zwolinski,8036983,5301003,8/22/2020,56428,"Solon, IA",Hit and Run,06/18/2021,06/19/2021,18160,12333,0,1655818,35
Frank Kennedy,2447143,6631125,12/24/2020,83785,"Goehner, NE",Bike & Car Accident,05/27/2021,06/28/2021,4352,8737,1,7206890,57
Margaret Lowe,9322791,1438784,6/17/2020,65541,"Chenoweth, OR",Bike & Car Accident,04/26/2021,05/12/2021,15840,47245,1,1891047,32
Sheila Lowe,6676826,8154356,11/16/2020,29232,"Harbor Hills, OH",Single Car Accident,01/21/2021,06/25/2021,3414,31907,0,7090798,52
Emma Wormley,5067238,7248399,5/23/2020,94185,"Mobeetie, TX",Single Car Accident,05/26/2020,09/21/2020,16768,22338,1,7297987,54
Jenny Carrere,8249596,2777355,4/1/2020,23416,"LaCoste, TX",Hit and Run,10/05/2020,12/20/2020,11395,22574,1,5617507,57
Joel Garcia,8549602,4116983,6/12/2020,77904,"Elmwood Park, NJ",Bike & Car Accident,03/02/2021,06/18/2021,3152,39432,1,5682683,23
Janet Lane,8191475,1097708,7/7/2020,15777,"Kearney Park, MS",Single Car Accident,12/17/2020,04/18/2021,12229,8767,1,2599511,42
James Drabek,1613340,8275892,5/21/2020,12435,"Yorkville, NY",Single Car Accident,08/28/2020,10/27/2020,19494,25754,1,1895396,42
John Bock,9694322,5137006,8/25/2020,11683,"Pine Ridge, SC",Bike & Car Accident,05/28/2021,06/07/2021,4761,45034,0,7703122,48
Herbert Dooley,1755742,5196328,7/9/2020,53732,"Live Oak, TX",Auto Theft,06/08/2021,06/23/2021,5724,36725,1,7921302,31
Adrianne Brown,5749696,1896609,11/2/2020,47233,"Rock Springs, NM",Auto Theft,02/16/2021,02/20/2021,5493,47493,0,3582447,43
Kenneth Carpenter,2758201,4367330,12/17/2020,63140,"Burnham, IL",Single Car Accident,06/23/2021,06/25/2021,6601,42604,1,1555468,26
Kathryn Chiarini,9213262,4748281,11/4/2020,30431,"Marlette, MI",Hit and Run,12/30/2020,01/31/2021,11445,21300,1,5129382,35
Bill Ran,1091834,3407112,7/7/2020,77498,"Gary, SD",Multiple Car Accident,01/26/2021,03/29/2021,9141,37566,0,6794297,56
Charles Johnson,6220019,6888602,10/25/2020,13218,"East Ridge, TN",Single Car Accident,04/11/2021,04/20/2021,13587,29725,0,6094189,42
Roxanne Boland,1159674,5924529,7/9/2020,48607,"North Decatur, GA",Bike & Car Accident,08/23/2020,04/24/2021,13121,32927,0,4396809,24
Loria Poch,8783878,6579578,8/17/2020,66218,"Maxwell, NM",Multiple Car Accident,06/16/2021,06/25/2021,2581,21238,1,1689550,43
Eric Glotfelty,7291900,8008855,2/19/2020,89743,"Numa, IA",Multiple Car Accident,08/11/2020,01/20/2021,18030,42838,1,7747520,21
Dominica Haynes,6567956,9806234,10/2/2020,67996,"West Athens, CA",Auto Theft,03/28/2021,06/14/2021,4275,52271,0,2973112,51
Sara Polanco,7135792,9117617,12/14/2020,64026,"Lobelville, TN",Auto Theft,12/15/2020,02/16/2021,11720,36771,0,6033097,49
Hubert Roberts,9958167,5578372,1/8/2020,34243,"Osborn, MO",Auto Theft,09/01/2020,03/28/2021,4326,59989,1,5012723,28
Michael Bray,3364414,2326257,8/25/2020,12804,"Clarence, PA",Bike & Car Accident,05/25/2021,06/09/2021,17849,35219,0,6804625,25
Rosanne Davis,6072584,9218266,11/13/2020,29927,"Callaway, FL",Single Car Accident,04/14/2021,04/18/2021,6387,7277,0,8844094,59
James Croghan,6826652,8523086,12/11/2020,41572,"Freeman, SD",Bike & Car Accident,01/26/2021,02/25/2021,19488,26383,0,7178565,49
Holli Whittle,5784978,1730907,8/4/2020,40304,"Pineville, MO",Single Car Accident,05/24/2021,06/28/2021,6521,55084,0,8755389,26
Stephen Mcintosh,6909304,2434237,2/5/2020,25727,"Benjamin, UT",Auto Theft,05/14/2020,11/17/2020,11846,19186,0,8559205,47
Anthony Tetreault,5387313,5981882,10/8/2020,19462,"Grandview, IL",Multiple Car Accident,10/31/2020,03/26/2021,7593,34914,1,1043545,49
Rebecca Day,8610720,3757382,5/15/2020,63542,"Darlington, IN",Bike & Car Accident,05/16/2020,03/13/2021,10581,33592,0,1910323,29
Angela Rutter,1800716,2039330,9/4/2020,74525,"Hatton, WA",Hit and Run,06/29/2021,06/30/2021,6507,22184,0,8908372,49
Heather Parker,8061886,8967243,2/4/2020,62619,"Warren, IN",Multiple Car Accident,07/03/2020,05/09/2021,7176,51850,0,2767882,55
Alexander Hyatt,9504694,6799284,3/5/2020,32116,"Pineville, WV",Bike & Car Accident,10/13/2020,05/29/2021,19924,23879,0,4643561,20
Alex Wright,2454554,6411590,6/13/2020,59884,"Summit, AZ",Single Car Accident,12/25/2020,05/29/2021,4814,49649,0,9182919,24
Mary Reid,2011890,9339540,3/6/2020,12520,"Great Bend, NY",Multiple Car Accident,11/21/2020,01/08/2021,19212,28145,1,9345251,54
Cynthia Portillo,6428026,5752213,2/21/2020,73145,"Alda, NE",Hit and Run,07/03/2020,06/08/2021,9282,57522,1,4414930,30
Lisa Heiskell,8271143,2252510,2/22/2020,45335,"Keyes, CA",Single Car Accident,08/20/2020,09/28/2020,12450,42109,1,9746665,46
Gerard Jewell,6203424,5600892,3/16/2020,76429,"Big Rapids, MI",Hit and Run,06/09/2021,06/11/2021,16645,46254,0,2209564,16
Lillian Green,7870070,3992127,5/27/2020,12602,"Mansfield, WA",Single Car Accident,12/22/2020,04/18/2021,19380,48445,0,3522721,32
Jose Williams,4181757,1446448,7/6/2020,64613,"Milford Mill, MD",Single Car Accident,03/13/2021,04/25/2021,8486,22075,0,4692485,28
Andrew Maughan,9302076,4124958,6/2/2020,79719,"Tigerville, SC",Multiple Car Accident,06/05/2021,06/11/2021,5442,40140,0,1775226,40
Barbara Boswell,5428602,1636396,3/19/2020,15071,"Sunnyside-Tahoe City, CA",Auto Theft,10/05/2020,05/03/2021,8632,15754,0,4034134,62
Evelyn Fite,9909384,5406659,3/10/2020,95805,"Boones Mill, VA",Single Car Accident,04/13/2021,06/16/2021,18266,16944,0,1039054,46
Charles Haran,2704464,1466805,5/10/2020,43797,"Evergreen, MO",Bike & Car Accident,05/20/2021,06/21/2021,12671,33582,0,8335091,41
Amber Riley,7541357,5271802,11/24/2020,69792,"Alta, UT",Auto Theft,03/16/2021,04/18/2021,6369,39064,0,4844698,41
Eddie Hillman,5967822,7251348,11/18/2020,30364,"Deer Park, WI",Multiple Car Accident,05/20/2021,06/04/2021,8168,23161,1,3049295,58
Mitch Huddleston,2511703,9207434,1/15/2020,23446,"Kingsbury, NV",Hit and Run,07/16/2020,06/15/2021,3534,11011,0,8005773,28
William Kats,3982125,9081635,10/8/2020,35390,"Tyler, MN",Single Car Accident,04/20/2021,06/06/2021,15541,50226,0,9020096,21
Barry Franklin,3995938,8319433,9/19/2020,21693,"Duquesne, MO",Bike & Car Accident,03/31/2021,05/29/2021,18596,27214,0,6323400,34
Darryl Johnson,4920914,2914789,7/27/2020,96812,"Lone Oak, GA",Multiple Car Accident,10/09/2020,04/19/2021,18542,11273,0,8837488,27
Deborah Dodd,8404590,1449948,1/28/2020,36755,"Troy, MO",Hit and Run,06/06/2021,06/28/2021,8753,59608,0,6016524,17
Etta Miller,5878777,7571325,12/11/2020,32705,"Coal Run Village, KY",Auto Theft,01/08/2021,06/17/2021,15956,43937,0,4366215,19
Donna Albers,5392103,6708931,10/7/2020,95509,"Niangua, MO",Hit and Run,12/18/2020,01/31/2021,16816,33226,0,6875280,58
Delbert Espinosa,5051068,3434840,4/11/2020,14492,"Los Luceros, NM",Single Car Accident,06/23/2021,06/26/2021,16354,24891,1,3428825,22
Mary Pedley,2663314,9854107,5/12/2020,69047,"Arcadia, FL",Bike & Car Accident,01/09/2021,05/30/2021,19490,26708,0,8696135,37
Debra Richard,3473235,4893068,11/15/2020,68550,"Cambridge, MN",Bike & Car Accident,04/02/2021,04/22/2021,16640,8188,0,8642119,24
Michael Castile,6354169,3813819,8/17/2020,42087,"Mackey, IN",Bike & Car Accident,09/18/2020,10/07/2020,19287,33032,0,9392810,19
Lynette Lusane,8783095,8317989,12/12/2020,53753,"Dade City North, FL",Bike & Car Accident,04/03/2021,06/18/2021,6879,8789,0,2512810,38
Kimberly Bartolomeo,9970238,2898839,3/19/2020,91803,"Bruno, NE",Bike & Car Accident,05/07/2020,01/07/2021,11014,18900,1,6991102,19
Margaret Zellers,7254585,6136367,3/14/2020,29033,"Lake City, AR",Bike & Car Accident,01/18/2021,06/15/2021,6096,14531,0,7293033,27
Brandon West,9287747,3614999,12/15/2020,25923,"Colbert, GA",Multiple Car Accident,05/16/2021,05/22/2021,3320,9725,0,4972129,35
Eda Quisenberry,1061861,9571886,1/10/2020,58045,"Kinsley, KS",Bike & Car Accident,05/25/2021,06/17/2021,9489,55251,0,4996543,31
Amanda Kennedy,7304821,8640520,5/16/2020,26414,"Alpena, AR",Hit and Run,04/09/2021,05/24/2021,17266,9206,0,3477551,21
Sonya Obrien,8268583,9971421,3/20/2020,54961,"Menlo, GA",Single Car Accident,09/05/2020,11/26/2020,19310,14166,1,8430296,18
Allen Reese,6027585,6304828,2/5/2020,81362,"Ooltewah, TN",Single Car Accident,05/26/2021,05/28/2021,6789,25290,0,3138852,44
Aubrey Kramer,2844928,6765428,7/9/2020,22425,"Garden City, SC",Bike & Car Accident,04/10/2021,04/28/2021,8418,8668,0,5213789,31
Barbara Healy,2498231,2022402,2/26/2020,39909,"Faith, NC",Single Car Accident,11/02/2020,05/17/2021,14511,30183,0,8730470,17
Rita Yager,1228408,6556348,3/3/2020,76179,"Warr Acres, OK",Hit and Run,04/25/2021,06/13/2021,7218,33738,0,4269547,48
Stefanie Bernal,4771659,7870311,4/27/2020,34478,"Mud Lake, ID",Single Car Accident,08/02/2020,11/15/2020,17064,19427,0,5113635,39
Lester Branum,5623413,4236458,12/26/2020,15668,"Crescent Beach, FL",Bike & Car Accident,03/23/2021,07/01/2021,11677,28170,0,3782054,17
Joseph Burk,8794751,2319013,12/9/2020,37524,"Munson, FL",Multiple Car Accident,04/04/2021,06/05/2021,13349,28536,0,8370938,28
Antoinette Littlejohn,1739021,4863925,2/27/2020,56414,"Forestburg, SD",Multiple Car Accident,10/19/2020,03/29/2021,8891,28336,0,8258647,43
Lilliana Arnold,7397726,1241479,4/24/2020,44828,"Cactus Flats, AZ",Hit and Run,12/29/2020,03/14/2021,14176,21262,0,7835668,21
Douglas Messenger,6440021,9976254,12/12/2020,78492,"Ashland, NE",Auto Theft,01/09/2021,06/28/2021,9708,22210,0,6406102,56
William Walker,1923427,5510562,4/2/2020,42024,"Casa Grande, AZ",Bike & Car Accident,02/15/2021,04/08/2021,13293,35346,1,1734429,50
Betty Przewozman,6673627,9634791,9/27/2020,64193,"Napili-Honokowai, HI",Bike & Car Accident,12/15/2020,04/05/2021,19225,44999,0,8271908,31
Lilia Scott,1299529,7383734,4/18/2020,98041,"Whitfield, PA",Auto Theft,03/06/2021,05/06/2021,7885,20948,0,5636602,35
Marcia Cherry,6648748,6204935,9/24/2020,27121,"Kenilworth, UT",Single Car Accident,06/03/2021,06/03/2021,19414,37606,0,3491463,64
Evalyn Selestewa,1637930,8292469,3/13/2020,28783,"Long Hollow, SD",Single Car Accident,05/17/2021,06/15/2021,13501,22903,1,8054893,22
Maria Wade,2140255,1233062,10/18/2020,27771,"Elk Grove, CA",Hit and Run,05/07/2021,06/05/2021,12415,36542,0,2922982,30
Horace Robinson,6222599,9909638,11/9/2020,18847,"Eolia, MO",Auto Theft,06/16/2021,06/16/2021,11806,42581,0,4999048,57
Susan Norton,4135320,6571288,8/3/2020,16647,"McLeansboro, IL",Multiple Car Accident,12/30/2020,04/14/2021,8147,8296,1,5933786,22
Brian Bailey,2127442,9430677,7/17/2020,40231,"Jamestown, PA",Multiple Car Accident,02/08/2021,06/15/2021,7381,53092,0,7399708,34
Bobbi Clegg,4269938,9440088,2/20/2020,93442,"Stevenson, WA",Hit and Run,08/12/2020,01/03/2021,2656,54312,1,3852965,27
Sandra Singleton,5914279,6601692,4/6/2020,72618,"Beacon Square, FL",Single Car Accident,04/12/2020,05/04/2021,4225,58225,0,1373093,46
Brian Timmins,7755332,2656583,12/19/2020,79233,"Island Pond, VT",Hit and Run,01/24/2021,05/18/2021,10422,39595,0,6156436,42
Ruby Davis,7670419,3035249,12/1/2020,83834,"Pierpont, MO",Bike & Car Accident,01/26/2021,03/04/2021,17204,40414,0,4700010,47
Amy Etter,5902323,8489235,1/19/2020,99617,"Smithboro, IL",Hit and Run,04/07/2021,04/19/2021,3157,20620,1,8716003,30
Robert Lemieux,8569321,2801055,10/8/2020,88509,"Tamora, NE",Single Car Accident,04/27/2021,06/19/2021,5737,57481,0,9090569,59
Patricia Schaeffer,8452976,4517199,11/17/2020,92781,"Lula, GA",Hit and Run,06/03/2021,06/04/2021,15799,38296,0,5105164,27
Matthew Crabtree,4594431,2737934,1/1/2020,49790,"South Lebanon, OR",Multiple Car Accident,04/16/2020,12/27/2020,2547,20264,0,2656328,46
Cody Jackson,1621086,8745955,2/23/2020,10618,"University Park, FL",Multiple Car Accident,12/30/2020,05/29/2021,14770,21124,1,9450220,35
Justin Bagshaw,1826816,2110003,2/15/2020,40435,"Center Ridge, AR",Auto Theft,04/22/2021,04/22/2021,10068,22803,0,5270839,49
James Andrews,7502183,9721481,4/8/2020,40982,"Cove, AR",Bike & Car Accident,03/07/2021,04/02/2021,8375,38964,0,4548066,23
Catherine Fuchs,2213418,2720230,4/8/2020,59815,"Collierville, TN",Hit and Run,08/17/2020,10/16/2020,8447,31627,0,7910348,37
Tangela Mattson,2641881,5582986,3/26/2020,44091,"Ridgefield, NJ",Bike & Car Accident,09/14/2020,12/11/2020,6389,24559,0,1290795,23
